Fence,2.930000,1.000000,3.010000,1.500000,1.000000,1.000000,0.000000,0.000000,0.000000
Fence,4.430000,1.000000,3.010000,1.500000,1.000000,1.000000,0.000000,0.000000,0.000000
Fence,-1.320000,1.000000,3.010000,1.500000,1.000000,1.000000,0.000000,0.000000,0.000000
Fence,1.680000,1.000000,3.010000,1.500000,1.000000,1.000000,0.000000,0.000000,0.000000
Fence,0.180000,1.000000,3.010000,1.500000,1.000000,1.000000,0.000000,0.000000,0.000000
MagicBookWind,35.000000,1.000000,-5.440000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000
Gimmick2_1,-1.250000,2.000000,4.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000
Gimmick2,-0.500000,1.000000,1.250000,1.000000,3.000000,1.000000,0.000000,0.000000,0.000000
Fence,2.930000,1.000000,4.980000,1.500000,1.000000,1.000000,0.000000,0.000000,0.000000
Fence,4.430000,1.000000,4.980000,1.500000,1.000000,1.000000,0.000000,0.000000,0.000000
Fence,-1.320000,1.000000,4.980000,1.500000,1.000000,1.000000,0.000000,0.000000,0.000000
Fence,1.680000,1.000000,4.980000,1.500000,1.000000,1.000000,0.000000,0.000000,0.000000
Fence,0.180000,1.000000,4.980000,1.500000,1.000000,1.000000,0.000000,0.000000,0.000000
Fence,0.180000,1.000000,3.010000,1.500000,1.000000,1.000000,0.000000,0.000000,0.000000
Fence,1.680000,1.000000,3.010000,1.500000,1.000000,1.000000,0.000000,0.000000,0.000000
Fence,-1.320000,1.000000,3.010000,1.500000,1.000000,1.000000,0.000000,0.000000,0.000000
Fence,4.430000,1.000000,3.010000,1.500000,1.000000,1.000000,0.000000,0.000000,0.000000
Fence,2.930000,1.000000,3.010000,1.500000,1.000000,1.000000,0.000000,0.000000,0.000000
Gimmick31,5.250000,0.500000,4.000000,2.500000,1.000000,1.000000,0.000000,0.000000,0.000000
Water1,1.000000,0.500000,4.000000,6.000000,1.000000,1.000000,0.000000,0.000000,0.000000
Cube,-4.750000,1.000000,4.000000,3.600000,1.000000,1.000000,0.000000,0.000000,0.000000
Cube,33.000000,1.000000,-3.000000,7.000000,1.000000,1.000000,0.000000,0.000000,0.000000
