Gimmick1,3.651000,25.000000,0.500000,1.500000,1.000000,1.500000,0.000000,0.000000,0.000000
Gimmick31,30.060000,20.200000,4.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000
Enemy2,24.560000,20.700000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000
Water1,30.060000,20.200000,0.500000,1.000000,1.000000,6.000000,0.000000,0.000000,0.000000
Cube,-4.500000,25.000000,0.780000,1.000000,1.000000,7.000000,0.000000,0.000000,0.000000
Gimmick1,-1.500000,25.000000,2.000000,1.500000,1.000000,1.500000,0.000000,0.000000,0.000000
Water2,3.660000,15.500000,3.000000,1.000000,1.000000,2.000000,0.000000,0.000000,0.000000
Cube,33.560000,20.700000,1.000000,1.000000,1.000000,7.000000,0.000000,0.000000,0.000000
Enemy1,3.500000,25.000000,-1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000
MagicBookIceFog,5.060000,25.000000,3.210000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000
Player1,-2.410000,25.000000,-0.840000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000
ScoreItem,-6.540000,16.000000,-1.680000,0.500000,0.500000,0.500000,0.000000,0.000000,0.000000
Cube,1.000000,25.000000,-2.750000,12.000000,1.000000,1.000000,0.000000,0.000000,0.000000
Gimmick32,2.660000,15.500000,2.500000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000
Cube,-5.000000,16.000000,-1.250000,1.000000,1.000000,3.000000,0.000000,0.000000,0.000000
Plane,20.060000,19.700000,1.000000,15.000000,1.000000,10.000000,0.000000,0.000000,0.000000
Rock,1.900000,25.000000,-0.500000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000
Gimmick2_1,3.376000,17.000000,2.664000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000
Enemy1,0.000000,16.000000,6.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000
Cube,0.000000,16.000000,-3.000000,17.000000,1.000000,1.000000,0.000000,0.000000,0.000000
Cube,25.560000,20.700000,3.000000,1.000000,1.000000,3.000000,0.000000,0.000000,0.000000
