Gimmick2_1,17,2,0.5,1,2,1,0,0,0
MagicBookFire,20,0.3,1.8,1,1,1,0,0,0
Water1,19,0,0.5,6,1,1,0,0,0
Gimmick31,20,-2,0,1,1,1,0,0,0
Cube,19,0.5,3,5,1,1,0,0,0
Cube,19,0.5,-3,5,1,1,0,0,0
Cube,22,0.5,0,1,1,7,0,0,0
Cube,16,0.5,0,1,1,7,0,0,0
MagicBookWind,18,0.3,-1,1,1,1,0,0,0
Goal,3,0.5,0,1,1,1,0,0,0
Fence,1,0.5,-2,1,1,1,0,90,0
Fence,1,0.5,-1,1,1,1,0,90,0
Fence,1,0.5,1,1,1,1,0,90,0
Fence,1,0.5,2,1,1,1,0,90,0
Gimmick2,1,0,0,1,3,1,0,0,0
Cube,4.5,0,0,1,1,5,0,0,0
Cube,-4.5,0,0,1,1,5,0,0,0
Cube,0,0,-3,10,1,1,0,0,0
Cube,0,0,3,10,1,1,0,0,0
Player1,20,0.125,-1.5,1,1,1,0,0,0
Plane,20,0,0,10,0.1,10,0,0,0
Player2,-2,0.125,0,1,1,1,0,0,0
Plane,0,0,0,10,0.1,10,0,0,0
end,,,,,,,,,
