Fence,-3.000000,1.000000,-21.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000
Gimmick2_1,-5.500000,2.000000,-10.500000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000
ScoreItem,1.000000,1.000000,-18.800000,0.500000,0.500000,0.500000,0.000000,0.000000,0.000000
Cube,2.670000,1.000000,-18.257000,1.000000,1.000000,2.500000,0.000000,0.000000,0.000000
MagicBookWind,-3.000000,1.000000,-10.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000
MagicBookFire,1.000000,1.000000,-10.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000
ScoreItem,9.220000,1.000000,-6.500000,0.500000,0.500000,0.500000,0.000000,0.000000,0.000000
Gimmick1,10.500000,1.000000,-6.500000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000
Gimmick1,-1.000000,1.000000,-6.750000,1.500000,1.500000,1.500000,0.000000,0.000000,0.000000
Cube,-1.000000,1.000000,-9.500000,1.000000,1.000000,4.000000,0.000000,0.000000,0.000000
Cube,7.000000,1.000000,-7.500000,8.000000,1.000000,1.000000,0.000000,0.000000,0.000000
Gimmick1,7.000000,1.000000,-6.500000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000
ScoreItem,-11.800000,1.000000,-18.000000,0.500000,0.500000,0.500000,0.000000,0.000000,0.000000
ScoreItem,-13.870000,1.000000,-18.000000,0.500000,0.500000,0.500000,0.000000,0.000000,0.000000
Enemy2,-12.650000,1.000000,-21.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000
Gimmick1,-6.000000,1.000000,-21.500000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000
Enemy2,1.500000,1.000000,-23.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000
ScoreItem,0.000000,1.000000,-18.800000,0.500000,0.500000,0.500000,0.000000,0.000000,0.000000
Fence,-5.000000,1.000000,-21.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000
Fence,-8.000000,1.000000,-21.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000
Fence,-7.000000,1.000000,-21.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000
