Cube,11.500000,0.000000,2.500000,1.000000,1.000000,6.000000,0.000000,0.000000,0.000000
Cube,8.500000,0.000000,0.000000,6.000000,1.000000,1.000000,0.000000,0.000000,0.000000
Cube,8.500000,0.000000,5.000000,7.000000,1.000000,1.000000,0.000000,0.000000,0.000000
Goal,8.590000,0.500000,2.140000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000
Player2,30.000000,0.500000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000
Cube,30.000000,0.000000,-5.000000,11.000000,1.000000,1.000000,0.000000,0.000000,0.000000
Cube,25.000000,0.000000,0.000000,1.000000,1.000000,11.000000,0.000000,0.000000,0.000000
Cube,35.000000,0.000000,0.000000,1.000000,1.000000,11.000000,0.000000,0.000000,0.000000
Cube,30.000000,0.000000,5.000000,11.000000,1.000000,1.000000,0.000000,0.000000,0.000000
Cube,0.000000,0.000000,5.000000,11.000000,1.000000,1.000000,0.000000,0.000000,0.000000
Cube,-5.000000,0.000000,0.000000,1.000000,1.000000,11.000000,0.000000,0.000000,0.000000
Cube,5.000000,0.000000,-1.000000,1.000000,1.000000,7.000000,0.000000,0.000000,0.000000
Cube,0.000000,0.000000,-5.000000,11.000000,1.000000,1.000000,0.000000,0.000000,0.000000
Plane,30.000000,0.000000,0.000000,20.000000,0.100000,20.000000,0.000000,0.000000,0.000000
Player1,0.000000,0.500000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000
Plane,3.000000,0.000000,0.000000,20.000000,0.100000,20.000000,0.000000,0.000000,0.000000
end
